Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
ROLLS ROYCE,PHANTOM,V12,6749.0,563,250,5.3,460000.0,Petrol,5.0,900
FORD,KA+,1.2L Petrol,1200.0,70,165,10.5,12000.0,Petrol,5.0,100
MERCEDES, GT 63 S,V8,3982.0,630,250,3.2,161000.0,Petrol,4.0,900
AUDI,AUDI R8 Gt,V10,5204.0,602,320,3.6,253290.0,Petrol,2.0,560
BMW,Mclaren 720s,V8,3994.0,710,341,2.9,499000.0,Petrol,2.0,770
ASTON MARTIN,VANTAGE F1,V8,3982.0,656,314,3.6,193440.0,Petrol,2.0,685
BENTLEY,Continental GT Azure,V8,3996.0,550,318,4.0,311000.0,Petrol,4.0,900
LAMBORGHINI,VENENO ROADSTER,V12,6498.0,750,356,2.9,4500000.0,Petrol,2.0,690
FERRARI,F8 TRIBUTO,V8,3900.0,710,340,2.9,280000.0,Petrol,2.0,770
FERRARI,812 GTS,V12,6496.0,789,340,2.9,350000.0,Petrol,2.0,718
FERRARI,PORTOFINO,V8,3900.0,592,320,3.2,210000.0,Petrol,4.0,760
FERRARI,ROMA,V8,3900.0,612,320,3.4,230000.0,Petrol,4.0,760
FERRARI,MONZA SP2,V12,6496.0,789,340,2.9,1700000.0,Petrol,2.0,719
FERRARI,F8 SPIDER,V8,3900.0,710,340,2.9,280000.0,Petrol,2.0,770
FERRARI,PORTOFINO M,V8,3900.0,612,320,3.2,220000.0,Petrol,4.0,760
FERRARI,ROMA SPIDER,V8,3900.0,612,320,3.4,240000.0,Petrol,4.0,760
TOYOTA,GR SUPRA,I4,2998.0,382,250,4.1,53900.0,Petrol,2.0,500
TOYOTA,TOYOTA 86,BOXER-4,1998.0,205,226,6.4,27000.0,Petrol,4.0,205
TOYOTA,TOYOTA  GR86,BOXER-4,2387.0,228,226,5.6,30000.0,Petrol,4.0,250
TOYOTA,TOYOTA LAND CRUISER,V8,5663.0,381,220,6.7,85000.0,Diesel,7.0,500
TOYOTA,TOYOTA SEQUOIA,V8,5663.0,381,200,6.9,50000.0,Petrol,7.0,651
NISSAN,GT-R,V6,3799.0,600,315,2.9,113000.0,Petrol,4.0,637
NISSAN,370Z,V6,3696.0,332,250,4.7,30000.0,Petrol,2.0,366
NISSAN,Z PROTO,V6,2998.0,400,290,4.1,40000.0,Petrol,2.0,475
NISSAN,ALTIMA,I4,2488.0,188,225,7.3,25000.0,Petrol,5.0,380
NISSAN,MAXIMA,V6,3498.0,300,240,5.8,35000.0,Petrol,5.0,354
NISSAN,SENTRA,I4,1998.0,149,200,8.2,20000.0,Petrol,5.0,240
NISSAN,ROGUE,I4,2488.0,201,200,7.5,28000.0,Petrol,5.0,270
NISSAN,PATHFINDER,V6,3498.0,284,225,6.5,35000.0,Petrol,7.0,351
NISSAN,FRONTIER,V6,3799.0,310,180,6.8,30000.0,Petrol,5.0,381
NISSAN,TITAN,V8,5598.0,400,200,5.9,40000.0,Petrol,5.0,560
ASTON MARTIN,VALKYRIE,V12,6496.0,1160,402,2.5,3200000.0,Hybrid,2.0,900
ASTON MARTIN,VALHALLA,V8,3996.0,1000,362,2.5,1100000.0,Hybrid,2.0,1000
ASTON MARTIN,DBS SUPERLEGGERA,V12,5204.0,715,340,3.4,316000.0,Petrol,2.0,900
ASTON MARTIN,DB11,V12,5204.0,600,322,3.9,208000.0,Petrol,4.0,700
ASTON MARTIN,VANTAGE ,V8,3996.0,503,313,3.6,142000.0,Petrol,2.0,685
ASTON MARTIN,DBX,V8,3996.0,542,291,4.5,189000.0,Petrol,5.0,700
ASTON MARTIN,RAPIDE AMR,V12,5935.0,580,328,4.2,240000.0,Petrol,4.0,630
ASTON MARTIN,VANQUISH,V12,5935.0,580,324,3.6,294000.0,Petrol,2.0,630
ASTON MARTIN,LAGONDA TARAF,V12,5935.0,540,314,4.2,1100000.0,Petrol,4.0,630
ASTON MARTIN,VICTOR,V12,5204.0,836,320,2.8,1300000.0,Petrol,2.0,821
LAMBORGHINI,SIAN,V12,6498.0,819,350,2.8,2800000.0,Hybrid,2.0,720
LAMBORGHINI,AVENTADOR SVJ,V12,6498.0,759,350,2.8,518000.0,Petrol,2.0,720
LAMBORGHINI,HURACAN PERFORMANTE,V10,5204.0,640,325,2.9,274000.0,Petrol,2.0,600
LAMBORGHINI,HURACAN EVO,V10,5204.0,640,325,2.9,261000.0,Petrol,2.0,600
LAMBORGHINI,AVENTADOR SV,V12,6498.0,740,350,2.8,493000.0,Petrol,2.0,690
LAMBORGHINI,URUS ,V8,3996.0,641,305,3.6,211000.0,Petrol,5.0,850
LAMBORGHINI,HURACAN SPYDER,V10,5204.0,610,325,3.4,287000.0,Petrol,2.0,600
LAMBORGHINI,AVENTADOR ROADSTER,V12,6498.0,700,350,3.0,445000.0,Petrol,2.0,690
LAMBORGHINI,HURACAN  PERFORMANTE SPYDER,V10,5204.0,640,325,3.1,308000.0,Petrol,2.0,600
LAMBORGHINI,AVENTADOR S,V12,6498.0,740,350,2.9,421000.0,Petrol,2.0,690
LAMBORGHINI,HURACAN EVO SPYDER,V10,5204.0,640,325,3.1,287000.0,Petrol,2.0,600
LAMBORGHINI,URUS PERFORMANTE,V8,3996.0,641,305,3.3,242000.0,Petrol,5.0,850
LAMBORGHINI,AVENTADOR ULTIMAE,V12,6498.0,769,355,2.8,545000.0,Petrol,2.0,720
LAMBORGHINI,HURACAN EVO RWD,V10,5204.0,610,325,3.3,258000.0,Petrol,2.0,560
LAMBORGHINI,AVENTADOR SVJ ROADSTER,V12,6498.0,759,350,2.9,573000.0,Petrol,2.0,720
LAMBORGHINI,URUS S,V8,3996.0,671,305,3.3,263000.0,Petrol,5.0,850
LAMBORGHINI,HURACAN STO,V10,5204.0,640,325,3.0,327000.0,Petrol,2.0,565
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,V12,6498.0,769,355,2.8,545000.0,Petrol,2.0,720
LAMBORGHINI,HURACAN EVO RWD SPYDER,V10,5204.0,610,325,3.3,273000.0,Petrol,2.0,600
LAMBORGHINI,AVENTADOR SVJ XAGO,V12,6498.0,759,350,2.9,603000.0,Petrol,2.0,720
LAMBORGHINI,URUS GRAPHITE CAPSULE,V8,3998.0,641,305,3.3,253000.0,Petrol,5.0,850
LAMBORGHINI,HURACAN STO EVO,V10,5204.0,640,325,3.0,342000.0,Petrol,2.0,565
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,V12,6498.0,769,355,2.8,573000.0,Petrol,2.0,720
ROLLS ROYCE,GHOST,V12,6592.0,591,250,4.8,332000.0,Petrol,5.0,850
ROLLS ROYCE,WRAITH,V12,6592.0,624,250,4.4,330000.0,Petrol,4.0,870
ROLLS ROYCE,DAWN,V12,6592.0,624,250,4.9,360000.0,Petrol,4.0,870
ROLLS ROYCE,CULLINAN,V12,6749.0,563,250,5.2,325000.0,Petrol,5.0,850
ROLLS ROYCE,PHANTOM EXTENDED,V12,6749.0,563,250,5.3,500000.0,Petrol,5.0,900
ROLLS ROYCE,GHOST EXTENDED,V12,6592.0,591,250,4.8,370000.0,Petrol,5.0,850
ROLLS ROYCE,WRAITH BLACK BADGE,V12,6592.0,624,250,4.3,360000.0,Petrol,4.0,870
ROLLS ROYCE,DAWN BLACK BADGE,V12,6592.0,624,250,4.8,390000.0,Petrol,4.0,870
ROLLS ROYCE,CULLINAN BLACK BADGE,V12,6749.0,563,250,5.1,350000.0,Petrol,5.0,850
ROLLS ROYCE,PHANTOM COUPE,V12,6749.0,563,250,5.3,450000.0,Petrol,4.0,870
ROLLS ROYCE,GHOST COUPE,V12,6592.0,591,250,4.8,340000.0,Petrol,4.0,850
ROLLS ROYCE,WRAITH COUPE,V12,6592.0,624,250,4.4,330000.0,Petrol,4.0,870
ROLLS ROYCE,DAWN CONVERTIBLE,V12,6592.0,624,250,4.9,380000.0,Petrol,4.0,870
ROLLS ROYCE,CULLINAN SUV,V12,6749.0,563,250,5.2,320000.0,Petrol,5.0,850
MERCEDES,BENZ S-CLASS S 580,V8,3982.0,496,250,4.4,116000.0,Petrol,5.0,700
MERCEDES,BENZ E-CLASS E 63 S,V8,3982.0,603,250,3.4,104000.0,Petrol,5.0,850
MERCEDES,BENZ CLA 45 AMG,I4,1991.0,382,250,4.1,53000.0,Petrol,5.0,500
MERCEDES,BENZ GLE 63 S,V8,3982.0,603,250,4.2,113000.0,Petrol,5.0,850
MERCEDES,BENZ S-CLASS S 500,V6,2996.0,429,250,4.9,109000.0,Petrol,5.0,700
MERCEDES,BENZ E-CLASS E 450 ,V6,2996.0,362,250,5.2,62000.0,Petrol,5.0,500
MERCEDES,BENZ CLS 450,V6,2996.0,362,250,5.2,70000.0,Petrol,5.0,500
MERCEDES,BENZ GT 53,V6,2996.0,429,250,4.5,99000.0,Petrol,5.0,700
MERCEDES,BENZ GLE 450,V6,2996.0,362,250,5.5,63000.0,Petrol,5.0,500
MERCEDES,BENZ A-CLASS A 45 S,I4,1991.0,416,250,3.9,53000.0,Petrol,5.0,500
MERCEDES,BENZ C-CLASS C 43,V6,2996.0,402,250,4.7,52000.0,Petrol,5.0,520
MERCEDES,BENZ E-CLASS E 350,I4,1991.0,255,250,5.7,49000.0,Petrol,5.0,500
MERCEDES,BENZ GLE 350 ,I4,1991.0,255,250,6.1,53000.0,Petrol,5.0,500
MERCEDES,BENZ GLC 43,V6,2996.0,402,250,4.7,54000.0,Petrol,5.0,520
MERCEDES,BENZ GLA 45,I4,1991.0,382,250,4.3,48000.0,Petrol,5.0,500
MERCEDES,BENZ GLC 350 ,I4,1991.0,255,250,6.1,46000.0,Petrol,5.0,500
MERCEDES,BENZ GLE 53,V6,2996.0,429,250,5.2,71000.0,Petrol,5.0,620
MERCEDES,BENZ S-CLASS S 350,I4,1991.0,255,250,6.5,90000.0,Petrol,5.0,500
MERCEDES,BENZ EQS 53,ELECTRIC MOTOR,,751,250,3.4,102000.0,Electric,5.0,950
MERCEDES,BENZ MAYBACH S 680,V12,5980.0,630,250,4.7,200000.0,Petrol,5.0,1000
BMW,M5 CS,V8,4395.0,627,305,3.0,142000.0,Petrol,5.0,750
BMW,M4 GTS,I6,2993.0,493,305,3.7,133000.0,Petrol,4.0,600
BMW,M3 COMPETITION,I6,2993.0,503,285,3.5,76000.0,Petrol,5.0,650
BMW,M2 CS,I6,2993.0,444,280,4.0,83000.0,Petrol,4.0,550
BMW,X5 M COMPETITION,V8,4935.0,523,285,4.1,114000.0,Petrol,5.0,750
BMW,X3 M COMPETITION,I6,2993.0,503,285,4.1,69000.0,Petrol,5.0,650
BMW,M8 GRAN COUPE,V8,4395.0,523,305,3.3,146000.0,Petrol,5.0,750
BMW,M850i DRIVE COUPE,V8,4935.0,523,285,3.7,108000.0,Petrol,4.0,750
ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,V12,6592.0,563,250,4.8,398000.0,Petrol,4.0,840
ROLLS ROYCE,CULLINAN BLACK BADGE SUV,V12,6749.0,563,250,5.1,381000.0,Petrol,5.0,850
ROLLS ROYCE,PHATOM TRANQUILITY,V12,6749.0,563,250,5.3,475000.0,Petrol,5.0,900
ROLLS ROYCE,GHOST ZENITH,V12,6749.0,563,250,4.9,335000.0,Petrol,5.0,900
